gene	pLI	LOEUF
OMA1	1.2241e-11	1.132
RNF152	0.12894	1.133
SLC5A4	1.148e-16	1.133
APOL5	6.0075e-07	1.133
NCF1	2.8311e-05	1.133
CLN6	0.00010025	1.133
SPINK1	0.31476	1.133
AC007040.11	0.004117	1.133
ZBTB25	2.1949e-06	1.133
HBG1	0.56611	1.133
LRRC20	0.04387	1.133
SLC47A2	9.2836e-15	1.133
RNASEL	1.9513e-10	1.133
PDSS2	4.3743e-08	1.133
OPA3	0.5657	1.134
UGT1A4	5.9807e-07	1.134
TDP2	1.134e-08	1.134
SHQ1	4.7806e-11	1.134
COG8	2.9725e-09	1.134
GLT8D1	1.1343e-08	1.134
C17orf66	4.8498e-16	1.134
PDZD7	7.6433e-10	1.134
CXCL11	0.31408	1.135
SH3BP2	1.156e-11	1.135
TFEC	4.2824e-08	1.135
MRFAP1	0.31404	1.135
BRMS1	1.579e-07	1.136
CLEC10A	7.7599e-06	1.136
PADI1	2.0388e-15	1.136
PADI4	4.6001e-16	1.136
TMEM30C	0.56514	1.136
PVRIG	0.0040685	1.136
HOXC11	0.004059	1.136
KRT28	7.4212e-10	1.136
CHRNA5	2.1488e-06	1.136
RIC3	2.1447e-06	1.136
COMMD3	2.776e-05	1.136
OR10K1	0.31356	1.136
PIK3C2G	9.5013e-40	1.136
HS3ST3A1	0.013565	1.136
PINK1	1.8749e-10	1.136
ACTL9	0.0040543	1.137
CCDC58	0.0040567	1.137
GUF1	5.3495e-18	1.137
B4GALT4	5.8287e-07	1.137
C9orf24	2.1359e-06	1.137
NPL	1.5688e-07	1.137
FUT4	7.7294e-06	1.137
CCDC85B	0.31331	1.137
OVOL3	0.0011868	1.137
PNKD	4.1392e-08	1.138
POF1B	4.507e-11	1.138
LMOD3	1.5519e-07	1.138
SPR	0.0434	1.138
ASTE1	7.2103e-10	1.138
WFIKKN1	7.7014e-06	1.138
ALDH9A1	1.0995e-11	1.138
ZNF502	4.1603e-08	1.138
NOX4	5.7555e-20	1.138
IL17RB	4.4601e-11	1.139
ITGB1BP1	9.6972e-05	1.139
CENPH	1.5465e-07	1.139
RAD51L3-RFFL	2.0968e-06	1.139
HSD17B13	2.7371e-05	1.139
CTC-512J12.6	0.12761	1.139
C6ORF165	8.0894e-15	1.139
NEBL	1.7679e-36	1.139
ZNF185	6.3026e-13	1.139
FAM177A1	0.0011791	1.139
TRMT10C	9.7105e-05	1.139
FBXO44	2.1091e-06	1.139
FAM81B	1.0816e-11	1.139
HEXDC	4.3406e-11	1.14
ASPG	6.1787e-13	1.14
EXOSC5	0.0040091	1.14
LZIC	0.0011711	1.14
CAPN9	1.3256e-22	1.14
HSPB8	0.043128	1.14
HSPBAP1	4.4074e-11	1.14
RDH8	0.0011708	1.14
C14orf164	1.0617e-08	1.14
CALR3	6.9788e-10	1.14
CTD-2260A17.2	0.56415	1.14
OSCP1	7.0317e-10	1.14
TMA16	9.6522e-05	1.14
FAM64A	0.0011659	1.141
NAGS	4.0325e-08	1.141
ANO6	7.3158e-32	1.141
PCDHGB2	2.5408e-12	1.141
C11orf70	2.0691e-06	1.141
HTR3A	1.7499e-10	1.141
COX7C	0.56366	1.141
HAAO	1.0561e-08	1.141
PAPLN	7.4895e-38	1.141
IL17A	0.043049	1.141
SKA3	1.5109e-07	1.141
STOM	2.7047e-05	1.141
SAMD12	0.0011661	1.141
SLC2A9	6.9451e-10	1.141
C15orf52	1.405e-13	1.142
UBXN11	1.3973e-13	1.142
PPP1R36	1.7114e-10	1.142
KCNJ5	0.00033577	1.142
AGBL1	1.4377e-30	1.142
CCDC37	4.6757e-18	1.142
CBLC	4.2394e-11	1.142
GRAMD3	2.5212e-12	1.142
ZFYVE19	3.2046e-14	1.143
KIF9	5.4841e-22	1.143
CDCA5	0.0011583	1.143
DMP1	1.4881e-07	1.143
ENPEP	1.3878e-28	1.143
RBFA	9.5095e-05	1.143
SARM1	1.7007e-10	1.143
TERF2IP	2.6683e-05	1.143
DALRD3	1.6886e-10	1.143
CCER2	0.0039706	1.143
PPP1R14A	0.12672	1.143
PRG3	0.00033439	1.143
C2orf61	9.5142e-05	1.143
SCRN3	1.4833e-07	1.143
ACAT2	5.5303e-07	1.143
GPR113	1.1879e-22	1.143
DQX1	5.0034e-20	1.143
HDHD1	0.12667	1.143
SCTR	2.4257e-12	1.144
ADAD2	2.3904e-12	1.144
TSEN2	1.0092e-11	1.144
C3orf20	2.381e-21	1.144
CSRP1	0.0003328	1.144
LRRC2	5.5017e-07	1.144
SNAI3	0.013249	1.144
RP11-385D13.1	5.7998e-26	1.144
TRIT1	4.0895e-11	1.144
HYKK	7.3257e-06	1.145
KRT84	6.5597e-10	1.145
MPO	7.105e-15	1.145
SLC22A8	2.6004e-09	1.145
VAMP1	0.0039396	1.145
HAO1	1.4578e-07	1.145
ZNF786	2.3543e-12	1.145
TATDN3	5.4402e-07	1.145
CES3	2.3374e-12	1.146
CSNK1A1L	0.013174	1.146
IQCK	2.0032e-06	1.146
GPR112	1.2147e-34	1.146
MASP2	3.0428e-14	1.146
TIMM21	9.3324e-05	1.146
SLC13A2	1.2919e-13	1.146
CSH2	0.013182	1.146
TRPV3	4.6013e-20	1.146
ESD	5.3945e-07	1.146
MRPS24	0.0039242	1.146
ANKRD61	0.0039262	1.146
TTC16	4.1102e-18	1.146
TRIM69	2.5727e-09	1.146
ZNF432	3.0049e-14	1.146
TSR3	0.0011406	1.147
NBPF1	2.3773e-25	1.147
HMGN5	0.30957	1.147
MRPL2	1.4285e-07	1.147
SH3RF2	1.2714e-13	1.147
ARSG	6.3682e-10	1.147
CIB1	0.00032612	1.148
KIR2DL4	0.042308	1.148
ATP5J2-PTCD1	2.9087e-14	1.148
TGDS	2.4826e-09	1.148
PTCD1	2.9087e-14	1.148
CDKL3	2.2569e-12	1.148
CHRNA3	1.4197e-07	1.148
RILPL2	0.00389	1.148
SPATA7	5.1769e-13	1.149
SCPEP1	1.2284e-13	1.149
FAM195B	0.042217	1.149
CA4	7.1318e-06	1.149
DFNB59	3.7194e-08	1.149
PLK5	9.1971e-05	1.149
GCKR	8.5354e-19	1.149
SH2D1B	0.013037	1.149
CD276	2.4699e-09	1.149
IQCF1	0.0011241	1.15
ZNF195	0.0038677	1.15
HOXC9	0.012993	1.15
ZNF738	0.042023	1.15
FUNDC1	0.042053	1.15
TIFA	0.12501	1.15
TPMT	7.1064e-06	1.15
VWA8	8.4114e-70	1.15
CWF19L1	1.4404e-15	1.15
TSSK2	0.003861	1.15
LPO	7.4989e-17	1.15
ADAMTSL5	3.7025e-11	1.151
OTOP3	3.6938e-11	1.151
CAPN11	4.4077e-24	1.151
NBPF3	8.0766e-19	1.151
ZSCAN31	3.647e-08	1.151
CCDC154	7.2485e-17	1.151
TMC2	2.083e-27	1.151
ARHGEF19	3.9492e-20	1.151
MFAP3	0.0011201	1.151
RPTN	2.5475e-05	1.151
TLL2	2.1374e-31	1.151
GCSAML	0.12474	1.151
TMPRSS15	4.5847e-32	1.151
BAG2	0.042	1.151
PRCP	8.7577e-12	1.152
EXOC3L1	1.7404e-19	1.152
PNP	6.9987e-06	1.152
COMMD4	0.00032013	1.152
FARS2	9.2964e-09	1.152
PDPN	0.00032048	1.152
MUL1	1.9108e-06	1.152
SERPINB13	7.0156e-06	1.152
MBOAT4	1.3575e-07	1.153
EDARADD	0.0003182	1.153
C1QA	0.0038204	1.153
PFKP	8.8342e-25	1.153
ACADM	2.0548e-12	1.153
PLA2G3	3.5604e-11	1.153
CNGB1	1.8369e-37	1.153
SCLY	2.3341e-09	1.153
CHRNA6	3.5719e-08	1.153
PLSCR4	1.8979e-06	1.153
SLC35A5	1.8916e-06	1.153
WHAMM	4.8122e-13	1.153
ARMC4	1.9031e-25	1.153
RNF141	9.0192e-05	1.153
CNTN6	9.0232e-31	1.153
ZNF623	6.9313e-06	1.153
MOCOS	1.6193e-19	1.154
YPEL3	0.041612	1.154
SLC22A2	2.0202e-12	1.154
SPRY3	0.0038066	1.154
TWIST2	0.56004	1.154
NR1I3	3.5259e-08	1.154
FAM183A	0.041627	1.154
TMEM127	0.012865	1.154
FIGF	2.498e-05	1.154
FASTKD3	5.8599e-10	1.154
ZNF165	9.111e-09	1.154
OFCC1	1.8876e-06	1.154
NEK4	8.6883e-27	1.154
LEPREL1	7.7878e-21	1.155
MTHFD2L	6.8566e-06	1.155
C18orf54	1.8657e-06	1.155
C1RL	3.4642e-08	1.156
HLA-DRB1	0.0010997	1.156
HRH1	1.858e-06	1.156
NCR3LG1	8.8569e-05	1.156
C9orf117	8.2434e-12	1.156
DIRC2	2.2526e-09	1.156
OXSM	2.4742e-05	1.156
OIT3	3.392e-11	1.156
IZUMO2	2.4749e-05	1.156
DCDC2	5.6611e-10	1.156
DCSTAMP	1.8609e-06	1.156
ISCU	0.041463	1.156
PCDHA13	2.4469e-14	1.156
LRRC9	1.5993e-33	1.157
TACR2	8.8349e-05	1.157
XKRX	0.00031303	1.157
KHDC3L	0.12327	1.157
C16orf97	0.04133	1.157
MSRB3	0.003766	1.157
OR8D4	0.12338	1.157
NDUFS4	0.00031196	1.157
TRPA1	7.2309e-35	1.157
SLC9A3R1	8.8416e-05	1.157
C11orf88	0.00031184	1.158
ABCC2	5.2025e-47	1.158
PTPMT1	0.012681	1.158
ORMDL1	0.12321	1.158
TFAP2E	2.4455e-05	1.158
MSH3	7.4413e-31	1.158
SBSPON	6.7083e-06	1.158
EFCAB6	1.1933e-45	1.158
STX4	1.3021e-07	1.158
H3F3A	0.1231	1.158
SIAE	7.7865e-12	1.159
EPCAM	1.2844e-07	1.159
CLIC4	0.0010866	1.159
ZNF226	5.2389e-15	1.159
SLC12A9	1.1806e-15	1.159
ZNF595	0.3055	1.159
MLNR	0.012661	1.159
EIF4EBP2	0.30552	1.159
HPSE	2.266e-14	1.159
BAG5	1.81e-06	1.159
SLC25A10	4.8646e-07	1.159
SLC25A29	0.0010861	1.159
FAM153A	6.6975e-06	1.159
CEP44	1.2728e-07	1.16
CMTR2	5.3475e-10	1.16
HSD17B7	6.6475e-06	1.16
FAM169B	0.012612	1.16
TPBG	0.012627	1.16
MRO	1.7975e-06	1.16
GYPA	0.0010811	1.16
SLX1A	0.12268	1.16
ZNF675	0.12265	1.16
ZNF200	1.7956e-06	1.16
CHTF18	3.0747e-28	1.161
ZNHIT6	7.5337e-12	1.161
GCNT2	2.4065e-05	1.161
DFFA	8.6585e-05	1.161
RHOB	0.12253	1.161
AC006547.14	4.795e-07	1.161
TMED6	8.6323e-05	1.161
RPUSD4	4.7321e-07	1.162
ANKK1	7.4008e-12	1.162
PCDHA11	5.4635e-17	1.162
ADAM28	2.9634e-24	1.162
MCAT	0.00030611	1.162
PLEKHF1	0.012523	1.162
GDAP1	3.2448e-08	1.162
SYNM	3.0339e-24	1.162
TULP2	2.4676e-16	1.162
PIGX	2.3843e-05	1.162
OCEL1	0.00030592	1.162
ADM	0.040831	1.162
SERPINB11	4.7328e-07	1.162
GNE	2.4844e-16	1.162
MLC1	3.2425e-08	1.162
ACADL	1.743e-12	1.162
LDLRAP1	6.5037e-06	1.163
C2orf62	2.0831e-09	1.163
ELL3	1.6997e-12	1.163
PPAN	1.7244e-12	1.163
PPAN-P2RY11	1.7244e-12	1.163
CA13	1.7599e-06	1.163
BAG1	6.5264e-06	1.163
FUT11	1.7598e-06	1.163
SLC24A5	5.1503e-10	1.163
SLC19A1	6.4655e-06	1.164
NPSR1	2.0518e-09	1.164
MEGT1	1.234e-07	1.164
TRIM62	3.1787e-08	1.164
TIGD1	0.0036808	1.164
LTF	1.2665e-21	1.164
SLC22A18	6.458e-06	1.164
TPD52	8.4929e-05	1.164
SAMD15	1.2383e-10	1.164
C19orf55	5.0594e-10	1.165
LGALS9B	8.4381e-05	1.165
TSPAN2	2.3496e-05	1.165
CRTAM	8.0626e-09	1.165
ZC3HAV1L	0.0010577	1.165
GTF2IRD2	3.1521e-08	1.165
CBLN2	0.12162	1.165
NOD1	2.4602e-18	1.165
GRHPR	4.6393e-07	1.165
POLR3GL	2.3404e-05	1.165
PCDHB17	2.3485e-05	1.165
CYP2E1	8.0688e-09	1.165
CRYZL1	2.0125e-09	1.166
FAM83D	3.128e-08	1.166
PYROXD2	1.0027e-15	1.166
PKDREJ	2.0073e-09	1.166
HK3	5.599e-23	1.166
AMDHD1	3.1269e-08	1.166
IDUA	3.7599e-13	1.166
DMRTA1	6.3708e-06	1.166
SLC47A1	1.9605e-14	1.166
DZANK1	5.3034e-21	1.167
GNPNAT1	0.012367	1.167
ERMAP	4.9067e-10	1.167
DUSP14	0.12114	1.167
FRA10AC1	4.911e-10	1.167
SLC25A20	1.1972e-07	1.167
PDCD5	0.0036424	1.167
CCDC51	3.1061e-08	1.167
GCFC2	2.5566e-24	1.167
PLA2G4F	1.1507e-27	1.167
APOBEC3A	0.0010454	1.168
QTRTD1	4.8537e-10	1.168
BLK	8.348e-14	1.168
ZDHHC1	4.8355e-10	1.168
ITFG3	6.7039e-12	1.168
TMEM9	0.0036291	1.168
XIRP1	2.2682e-30	1.168
LAX1	0.00029571	1.169
LRPAP1	4.4951e-07	1.169
IZUMO1	3.0387e-08	1.169
CASP4	3.0474e-08	1.169
DPYS	2.785e-11	1.169
PPID	1.9309e-09	1.169
PLIN3	1.179e-07	1.169
MPI	1.1715e-07	1.169
COX6B1	0.12065	1.169
ME1	8.2005e-14	1.169
SEPT10	4.7356e-10	1.169
KDELC2	1.1421e-10	1.17
RRP15	0.00029428	1.17
ZNF764	8.2354e-05	1.17
LINGO4	8.2397e-05	1.17
GRM6	4.4632e-17	1.17
TNFRSF10D	3e-08	1.17
DUSP18	0.12048	1.17
SLC16A3	0.00029385	1.17
MRPL41	0.55531	1.171
NEK5	1.0081e-23	1.171
FAM153B	2.9703e-08	1.171
SNRNP48	7.5727e-09	1.171
TMEM41A	0.00029269	1.171
DBF4B	2.677e-11	1.171
PMM1	1.6587e-06	1.171
FAM227A	1.9662e-16	1.171
CPT2	4.598e-10	1.172
ABRA	6.1508e-06	1.172
DMRT3	6.1531e-06	1.172
HELB	9.5899e-26	1.172
LTB4R	0.11994	1.172
ACADSB	2.6565e-11	1.172
GSTM3	4.3638e-07	1.172
TKTL2	1.1378e-07	1.172
OR10T2	0.12008	1.172
INS	0.30091	1.172
LRRC17	1.1461e-07	1.172
WNT16	1.6523e-06	1.172
GDE1	6.1163e-06	1.172
SH3BGRL	0.30081	1.172
PHTF1	9.6863e-26	1.172
ADH6	1.6373e-06	1.173
DMGDH	2.0503e-24	1.173
FAM53A	0.0035705	1.173
IL1RL1	1.4407e-12	1.173
SLC39A3	0.1197	1.173
CROT	4.4315e-25	1.173
IFLTD1	1.093e-10	1.173
RBM11	2.2392e-05	1.173
PLAC8	0.11953	1.174
FAM26E	0.0010205	1.174
ATAD3C	7.2718e-09	1.174
EGFL8	1.1262e-07	1.174
LINGO3	0.012114	1.174
GLT6D1	0.11957	1.174
ADAL	1.6257e-06	1.174
NR1I2	7.2668e-09	1.174
CCNO	0.003548	1.174
CHADL	2.8914e-08	1.174
RAB3C	0.00028942	1.174
DCT	7.3889e-14	1.174
CLIC5	1.6209e-06	1.174
CLN8	0.0035591	1.174
SSPN	0.039646	1.174
FCAMR	4.483e-10	1.174
DSPP	1.1191e-07	1.174
TAS1R1	7.3432e-14	1.174
INPP5J	1.8139e-16	1.175
PRSS27	8.0112e-05	1.175
FDXACB1	4.3999e-10	1.175
MRPL42	0.039597	1.175
MYO19	1.5479e-34	1.175
PAQR7	0.00028797	1.175
DPCD	0.00028791	1.175
SLC26A4	8.9898e-22	1.175
ALG2	8.0497e-05	1.175
MED22	8.0393e-05	1.175
FMO4	1.0592e-10	1.175
NUDT17	1.1109e-07	1.175
GPATCH11	1.1151e-07	1.175
MED29	0.0010191	1.175
NPHS2	7.2218e-09	1.175
CD320	0.003525	1.176
C12orf10	4.3496e-10	1.176
IGFL3	0.012036	1.176
CYP1B1	2.2024e-05	1.176
CCDC126	0.11918	1.176
C6orf203	0.0010125	1.176
ADAM2	1.8889e-22	1.176
FRMPD2	1.5123e-32	1.177
CLDN1	0.0010103	1.177
CHMP1A	0.00028502	1.177
RANBP3L	7.8033e-16	1.177
TMLHE	7.9575e-05	1.177
UTP11L	1.0932e-07	1.177
MDH1B	6.8732e-14	1.177
HELT	0.0010075	1.177
TRIM55	6.9041e-14	1.177
GBP7	1.5462e-14	1.177
CEBPA	0.55365	1.177
C16orf78	5.9448e-06	1.177
CCNB2	5.7407e-12	1.177
BLOC1S2	0.011948	1.178
C16orf93	2.7592e-08	1.178
CCDC173	3.4215e-15	1.178
LIPG	1.0165e-10	1.178
NOP16	0.011953	1.178
CHST9	6.9512e-09	1.178
NDUFA1	0.55315	1.178
NSMCE1	2.1753e-05	1.178
TTLL13	5.6537e-12	1.178
SLC46A3	6.9222e-09	1.179
CCDC89	7.8532e-05	1.179
IL17F	0.039165	1.179
RAD51AP2	7.9703e-20	1.179
UBL4A	0.29855	1.179
CTBS	1.0768e-07	1.179
ZCCHC3	0.011938	1.179
STXBP6	7.8743e-05	1.179
CXCL1	0.11845	1.179
OR52I1	0.11857	1.179
CXCL12	0.11851	1.179
GOLGA6C	0.001001	1.179
NANOS3	0.039203	1.179
CLRN3	0.039218	1.179
GTF3C6	0.00028269	1.179
ACOT9	6.8017e-09	1.18
ISM2	2.3337e-11	1.18
FOXR1	1.551e-06	1.18
C20orf78	0.55269	1.18
TGM7	7.8438e-20	1.18
FANK1	1.6807e-09	1.18
MARVELD2	1.2584e-12	1.18
ZNF354C	4.108e-10	1.18
COTL1	0.039077	1.18
ASAH1	1.2588e-12	1.18
BCMO1	5.5008e-12	1.18
UGT2A1	2.9014e-13	1.18
SQRDL	4.1314e-10	1.18
STK19	6.7428e-09	1.181
METTL2B	1.6691e-09	1.181
NT5E	2.2881e-11	1.181
EEFSEC	2.6975e-08	1.181
SLC15A5	1.6745e-09	1.181
ABHD3	1.6717e-09	1.181
ENPP6	6.7521e-09	1.181
HEPHL1	1.1459e-34	1.181
CUZD1	2.2917e-11	1.181
ZNF404	2.6828e-08	1.181
KRTAP1-3	0.11801	1.181
OAF	0.0034624	1.181
PTPRH	1.0298e-36	1.182
ASPN	1.0389e-07	1.182
FAM71F1	1.0457e-07	1.182
PCDHGA7	1.2273e-12	1.182
IL13RA2	4.021e-07	1.182
LURAP1	0.011822	1.182
EFCC1	1.0453e-07	1.182
SSUH2	3.9939e-10	1.182
EIF1AY	0.55208	1.182
SEL1L2	7.3382e-20	1.182
TMEM179B	0.00098906	1.182
TXNDC17	0.038897	1.182
EFCAB1	0.00027724	1.183
PNLIPRP2	3.9766e-10	1.183
C6orf10	1.4756e-16	1.183
FARP2	4.6425e-36	1.183
TAPBP	6.6044e-09	1.183
KLRG1	0.0034459	1.183
OR6A2	0.11773	1.183
SRCRB4D	5.1832e-12	1.183
CALY	0.038696	1.184
IFIT3	0.11732	1.184
PCDHGA4	2.1897e-11	1.184
BBS4	1.4549e-16	1.184
ALOX15B	1.4819e-18	1.184
METTL6	2.1044e-05	1.184
NINJ1	0.11745	1.184
RASD1	0.038736	1.184
TRMT10A	3.8911e-10	1.184
C8A	6.5536e-16	1.184
C2orf48	0.2964	1.185
PNLIPRP3	2.1705e-11	1.185
EID2	0.29648	1.185
LMAN1L	2.6071e-13	1.185
TGM2	6.8118e-18	1.185
SPINK4	0.29634	1.186
MPC1	0.038495	1.186
STYK1	9.1009e-11	1.186
ARMCX6	0.11709	1.186
TK2	3.9054e-07	1.186
HFE	2.5587e-08	1.186
EIF1AD	0.0034032	1.186
SGCZ	6.4001e-09	1.186
CYP2R1	3.793e-10	1.186
RAP2C	0.29631	1.186
GPR157	0.00097453	1.186
HIBCH	2.5766e-13	1.186
ABCA8	1.609e-52	1.186
ACD	1.1148e-12	1.187
PDE6B	2.6155e-27	1.187
TAC3	0.01165	1.187
THUMPD2	1.5442e-09	1.187
C11orf48	2.0614e-05	1.187
WDR31	1.5482e-09	1.187
ADAT1	2.5388e-13	1.187
C1orf35	7.568e-05	1.187
CNTLN	3.9521e-49	1.187
C7orf73	0.55075	1.187
OR2B6	0.0034004	1.187
CAPZA3	0.00097097	1.187
PSPH	0.00096703	1.188
USP41	2.0796e-11	1.188
CLEC2B	0.011614	1.188
GAS8	1.0876e-12	1.188
ATP7B	4.8001e-30	1.188
ZNF554	3.7213e-10	1.188
CYP8B1	2.0558e-05	1.188
TMEM109	7.507e-05	1.188
HSD11B1L	0.00027093	1.188
GDF9	5.5222e-06	1.188
MCOLN2	1.2502e-14	1.188
PTPLAD2	2.0561e-05	1.188
ALG3	3.6777e-10	1.188
HYAL3	3.8292e-07	1.188
SIT1	0.00096493	1.188
PARP11	6.1763e-09	1.189
SLC25A30	6.1722e-09	1.189
PRF1	5.4875e-06	1.189
YEATS4	7.464e-05	1.189
PCDHA12	2.4185e-13	1.189
CD109	2.2707e-44	1.189
TMEM40	2.4842e-08	1.189
PRODH2	2.452e-13	1.189
ATP6V0E2	0.29517	1.189
WDR89	7.4832e-05	1.189
CTD-2410N18.5	0.11635	1.189
PPIH	7.4626e-05	1.189
ABHD16B	7.4371e-05	1.19
AK8	2.0053e-11	1.19
ACBD7	0.11605	1.19
PRKAG3	4.618e-12	1.19
CLDN22	0.038131	1.19
CMTM7	0.038169	1.19
CENPA	0.011536	1.19
IQCF5	0.011551	1.19
APOA4	5.4536e-06	1.19
HDDC2	2.0302e-05	1.19
GANC	7.5457e-35	1.191
SLC2A5	3.5691e-10	1.191
TRDMT1	3.5589e-10	1.191
PLA2G12B	0.00095391	1.191
SFXN3	2.4372e-08	1.191
MUTYH	1.2619e-18	1.191
ZKSCAN3	1.9697e-11	1.191
CYP26A1	8.4269e-11	1.191
PGLYRP3	9.6075e-08	1.191
EPPIN	7.4025e-05	1.191
EPPIN-WFDC6	7.4025e-05	1.191
ERAP2	1.0028e-28	1.191
DDX49	5.2505e-14	1.191
APOM	0.00095567	1.191
RNF39	2.0207e-05	1.191
DGUOK	3.7122e-07	1.192
MAP9	2.5444e-15	1.192
RPF1	2.3931e-08	1.192
EFCAB7	2.6115e-17	1.192
EFNA2	0.038008	1.192
AWAT1	0.00026614	1.192
OPRD1	0.0033233	1.193
BTN3A1	5.8712e-09	1.193
IGFBP1	0.00094677	1.193
STARD6	0.00026527	1.193
TSTD2	1.8987e-11	1.193
ANGPTL6	2.3705e-08	1.193
TRAPPC12	5.3624e-16	1.193
SH2D7	2.3722e-08	1.193
FAM163A	0.1155	1.193
RUFY4	5.0653e-14	1.193
SLAMF8	5.341e-06	1.193
ANKRD9	0.29363	1.194
C3orf30	5.8545e-09	1.194
CCDC171	3.035e-47	1.194
CD68	1.4063e-06	1.194
CALHM3	0.003306	1.195
GCOM1	2.3874e-19	1.195
STEAP1	5.27e-06	1.195
SEC22A	1.3936e-06	1.195
ST3GAL6	2.3272e-08	1.195
KCNAB3	2.4251e-17	1.195
KRT86	3.6139e-07	1.195
MMRN1	2.0714e-25	1.195
TCF19	0.00093832	1.195
TSPEAR	2.4371e-17	1.195
ALG14	0.00093727	1.196
SLC5A8	4.9955e-16	1.196
ARL15	0.00093584	1.196
RASA2	7.391e-31	1.196
RASA4	0.115	1.196
TCP10L	0.0032979	1.196
IL36B	0.0032983	1.196
C17orf112	0.29303	1.196
C17orf51	0.11492	1.196
C10orf82	0.011358	1.196
MRPL22	1.3883e-06	1.196
CA5B	0.00026112	1.196
SLC39A2	7.204e-05	1.196
DSC3	2.2848e-21	1.196
PTCHD3	3.3312e-10	1.196
PMCH	0.11486	1.196
ZNF575	0.11491	1.196
CBWD1	1.369e-06	1.197
DHRSX	0.00026081	1.197
ARL4D	0.03757	1.197
SLC25A51	0.0032782	1.197
NDUFAF6	9.0736e-08	1.197
DYDC1	0.00026003	1.197
TMCO3	4.936e-16	1.197
EPPK1	1.0343e-37	1.198
ALKBH2	0.0032745	1.198
SLC12A3	3.0324e-32	1.198
C10orf11	0.0002589	1.198
GZMM	0.011275	1.198
PEX2	0.00025931	1.198
FITM1	0.00025936	1.198
RNF168	2.0514e-13	1.198
ARRDC1	1.3606e-06	1.198
NCF4	9.0248e-08	1.198
ZNF225	0.11448	1.198
SHISA4	0.0009272	1.198
ZNF385C	1.3511e-06	1.199
FXYD2	0.11431	1.199
C19orf54	5.1312e-06	1.199
MCHR2	5.1594e-06	1.199
FAHD2A	1.3522e-06	1.199
CHPF2	2.1868e-17	1.199
CXCL14	0.037302	1.2
ENKUR	7.0721e-05	1.2
MMP21	1.3213e-09	1.2
NUBP2	0.00092127	1.2
OR10P1	0.11405	1.2
SOX7	3.4831e-07	1.2
CTD-2192J16.24	0.00092057	1.2
GNG11	0.54709	1.2
SLC39A5	7.3793e-11	1.2
CYP2A6	5.401e-09	1.201
NDUFAF5	3.1138e-10	1.201
BSPRY	1.3336e-06	1.201
CTSF	1.9431e-13	1.201
KLHDC8A	3.4494e-07	1.201
HMGCS2	4.3354e-14	1.201
ZNF37A	1.3004e-09	1.201
TNNI1	7.0162e-05	1.201
AC006946.15	0.11381	1.201
PTX3	6.9827e-05	1.202
C1orf141	0.0032311	1.202
IMMP2L	0.011165	1.202
HEATR4	1.3711e-29	1.202
AMPD1	1.9099e-21	1.202
SCOC	0.011142	1.202
LRTOMT	6.9976e-05	1.202
PCDHB8	1.3226e-06	1.202
SYPL2	1.8911e-05	1.202
BRF2	3.7481e-12	1.203
BNIPL	3.0268e-10	1.203
MRPL12	0.0032204	1.203
RPS29	0.29053	1.203
LIPM	3.025e-10	1.203
MOBP	0.54623	1.203
TCP10	5.0062e-06	1.203
ALG10	1.3151e-06	1.203
PLEK2	5.2858e-09	1.203
HABP2	1.9637e-15	1.204
COL20A1	1.3806e-40	1.204
SULT1C4	4.9677e-06	1.204
NAALADL1	1.8164e-21	1.204
LDHB	4.9734e-06	1.204
PCDHA10	4.0942e-14	1.204
MYL12B	0.11325	1.204
NUDCD2	0.0031978	1.205
MAK	8.6266e-19	1.205
RPE	0.00025152	1.205
THEGL	2.1051e-08	1.205
EFHC1	1.8959e-17	1.205
ANKRD39	0.00090169	1.205
GYPC	0.11297	1.205
MYBBP1A	5.2346e-42	1.206
RASSF1	4.9255e-06	1.206
NFYB	0.00024967	1.206
TMUB1	0.036741	1.206
CEACAM8	3.3021e-07	1.206
CLEC9A	1.8488e-05	1.206
P2RX1	6.7632e-11	1.206
TGM4	3.796e-20	1.206
FUT7	1.29e-06	1.206
HOXD1	0.0031828	1.206
LSM1	0.011027	1.206
MMP9	1.8869e-17	1.206
TBC1D17	8.0387e-21	1.206
OR51I2	0.036748	1.206
HYPK	0.036644	1.207
C8orf47	1.8356e-05	1.207
MPPE1	1.2197e-09	1.207
NME1	0.0031764	1.207
SLC27A5	8.3678e-15	1.207
HIST2H2BE	0.54518	1.207
ZSWIM7	0.00089609	1.207
ZSCAN22	8.2509e-08	1.208
LAIR1	3.2563e-07	1.208
RAB39A	0.00089193	1.208
A1BG	4.9917e-09	1.208
PCDHGA6	8.2779e-15	1.208
DCDC2B	2.0422e-08	1.208
C10orf90	8.315e-15	1.208
VSTM2B	0.0031624	1.208
MFSD6L	2.0172e-08	1.209
LIPH	6.5309e-11	1.209
NTN3	3.2291e-07	1.209
POP4	1.8179e-05	1.209
ZNF808	0.28866	1.209
PID1	0.003148	1.209
TRH	0.00089084	1.209
KCNJ11	0.010894	1.21
KCTD4	0.0031378	1.21
RECQL4	3.3132e-35	1.21
TIGD6	4.7979e-06	1.21
MOSPD3	0.00024549	1.21
PNKP	3.662e-14	1.21
GLB1L3	6.7255e-23	1.21
ZNF852	4.8955e-09	1.21
GRK7	1.9791e-08	1.211
ITIH5	7.0952e-21	1.211
SRL	8.0004e-08	1.211
